duration,num_windows,rms_mean,rms_std,rms_range,rms_delta_mean,rms_delta_std,rms_delta_max,rms_accel_std,rms_trend,f0_mean_mean,f0_mean_std,f0_mean_range,f0_mean_delta_mean,f0_mean_delta_std,f0_mean_delta_max,f0_mean_accel_std,f0_mean_trend,f0_std_mean,f0_std_std,f0_std_range,f0_std_delta_mean,f0_std_delta_std,f0_std_delta_max,f0_std_accel_std,f0_std_trend,voicing_ratio_mean,voicing_ratio_std,voicing_ratio_range,voicing_ratio_delta_mean,voicing_ratio_delta_std,voicing_ratio_delta_max,voicing_ratio_accel_std,voicing_ratio_trend,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_range,spectral_centroid_delta_mean,spectral_centroid_delta_std,spectral_centroid_delta_max,spectral_centroid_accel_std,spectral_centroid_trend,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_range,spectral_rolloff_delta_mean,spectral_rolloff_delta_std,spectral_rolloff_delta_max,spectral_rolloff_accel_std,spectral_rolloff_trend,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_bandwidth_range,spectral_bandwidth_delta_mean,spectral_bandwidth_delta_std,spectral_bandwidth_delta_max,spectral_bandwidth_accel_std,spectral_bandwidth_trend,mfcc_0_mean,mfcc_0_std,mfcc_0_range,mfcc_0_delta_mean,mfcc_0_delta_std,mfcc_0_delta_max,mfcc_0_accel_std,mfcc_0_trend,mfcc_1_mean,mfcc_1_std,mfcc_1_range,mfcc_1_delta_mean,mfcc_1_delta_std,mfcc_1_delta_max,mfcc_1_accel_std,mfcc_1_trend,mfcc_2_mean,mfcc_2_std,mfcc_2_range,mfcc_2_delta_mean,mfcc_2_delta_std,mfcc_2_delta_max,mfcc_2_accel_std,mfcc_2_trend,mfcc_3_mean,mfcc_3_std,mfcc_3_range,mfcc_3_delta_mean,mfcc_3_delta_std,mfcc_3_delta_max,mfcc_3_accel_std,mfcc_3_trend,mfcc_4_mean,mfcc_4_std,mfcc_4_range,mfcc_4_delta_mean,mfcc_4_delta_std,mfcc_4_delta_max,mfcc_4_accel_std,mfcc_4_trend,zcr_mean,zcr_std,zcr_range,zcr_delta_mean,zcr_delta_std,zcr_delta_max,zcr_accel_std,zcr_trend,rms_start_end_contrast,rms_peak_position,f0_mean_start_end_contrast,f0_mean_peak_position,f0_std_start_end_contrast,f0_std_peak_position,voicing_ratio_start_end_contrast,voicing_ratio_peak_position,spectral_centroid_start_end_contrast,spectral_centroid_peak_position,spectral_rolloff_start_end_contrast,spectral_rolloff_peak_position,spectral_bandwidth_start_end_contrast,spectral_bandwidth_peak_position,mfcc_0_start_end_contrast,mfcc_0_peak_position,mfcc_1_start_end_contrast,mfcc_1_peak_position,mfcc_2_start_end_contrast,mfcc_2_peak_position,mfcc_3_start_end_contrast,mfcc_3_peak_position,mfcc_4_start_end_contrast,mfcc_4_peak_position,zcr_start_end_contrast,zcr_peak_position,f0_energy_correlation,emotion,file
2.43578231292517,8,0.15035835,0.059041183,0.16508317,0.0035045978,0.06868563,0.14055099,0.06404002,0.2526037733053804,173.18379376981142,72.39858700692167,251.39263197900192,31.287257823256336,72.99908133459171,167.95051959609646,97.99091566438108,0.5798232221701614,16.174895996481037,12.38132035618064,33.86076987766618,0.47849388523027614,19.02237451590839,30.511312681054246,32.10967486075753,0.2439637827945989,0.6477272727272727,0.2908291793652211,0.9545454545454546,0.06493506493506493,0.335658389177145,0.8181818181818182,0.291543657649907,0.11937069936833103,1870.2239338523964,609.9328098419103,1597.4206169734632,-94.59099437251692,442.74108870931224,889.7816868320988,404.4820432772164,-0.6279124660727605,3463.9705311168327,1075.580185983163,2991.647061434659,-193.09969815340915,856.6120896351986,1810.257235440341,1069.15438468257,-0.6655005859551361,1695.805949070992,223.37163881210935,811.1876387961911,-30.760754407056343,267.4376250386493,468.2929517552211,405.0538543015339,-0.5368256124628975,-238.18918,76.13297,229.97879,-5.070744,79.96103,145.6342,61.684605,-0.22019182214212857,119.143845,25.739914,75.255104,1.3231877,22.924854,42.51384,24.774355,0.5163424544090326,-18.3507,19.832245,62.015274,6.17085,14.29099,25.468534,19.505623,0.7945545950008708,54.319355,23.029013,66.63967,-4.981019,17.290226,29.697315,21.707245,-0.7693662200884288,-14.016113,12.129238,37.754406,1.2333965,13.76997,30.01949,14.287309,-0.33728750441201955,0.10025301846590909,0.047669962848322756,0.14546342329545453,-0.005726207386363638,0.03832794379267256,0.053844105113636354,0.035274931731921956,-0.5853673191518998,0.04188879,0.75,119.5719077244404,0.5,12.735462124710772,0.75,0.159090909090909,0.25,-909.4063756246619,0.375,-1882.9317959872164,0.5,-354.44448799594375,0.5,-29.777466,0.375,31.133224,0.75,34.80729,0.875,-39.765625,0.375,-8.522288,0.875,-0.05709561434659092,0.25,0.5795457403566081,Anger,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1022_ITS_ANG_XX.wav
3.0030385487528344,11,0.050212935,0.0154041,0.054945115,-0.0014594849,0.0173516,0.026969686,0.025326869,-0.373021612278535,190.98990734519614,78.25560778588128,272.804322807642,-8.112873554130346,97.1119693916423,250.32085740322987,178.11527610613564,-0.6128805845048739,21.295039713121966,19.757561943324745,51.03449222874049,-1.1002017818729197,25.33095492482082,40.76935560346831,42.25538794794029,-0.5804744302513722,0.6033057851239669,0.2978074834169793,1.0,-0.004545454545454542,0.45701601324640295,0.9090909090909091,0.7143564032827951,-0.08775644526199305,1688.7215904189666,638.530773379038,2098.7270506322593,-20.59489070842069,733.05679120444,1665.365717035895,1166.9468852063023,-0.42138315117604835,3374.884688952738,1079.583724859367,3855.911532315341,-64.8443048650568,1362.942883650907,2568.8132546164775,2216.961687491967,-0.4966708670219864,1750.9334855085342,302.48396458344894,1089.371860533703,-12.268957128453849,424.09404966094024,683.9919769774592,679.7323125217886,-0.3923424785197503,-336.39285,43.19796,152.94586,-4.4774904,36.726864,83.27646,31.756117,-0.5937565046359486,131.54684,27.540989,112.22959,1.4241028,28.942842,45.888275,42.78774,0.5075186278062086,3.065045,18.855429,54.78824,2.0618582,15.713584,29.07955,21.088133,0.7717303806293099,54.35068,19.148512,66.409164,-2.2363117,18.210762,33.680042,27.656761,-0.4974689541942192,-23.31917,7.4962254,23.989857,0.6974968,10.793642,23.989857,14.427714,0.15074543693499978,0.09152448669938015,0.0624726183837128,0.18150745738636365,-0.00014870383522727003,0.07377447071647777,0.17966530539772727,0.11488642022008781,-0.27134625724451594,-0.010843784,0.45454545454545453,-105.51036434106365,0.18181818181818182,-28.569880439419002,0.18181818181818182,0.07575757575757569,0.45454545454545453,-542.0490363844149,0.36363636363636365,-1408.140980113636,0.36363636363636365,-347.319705372337,0.36363636363636365,-64.46103,0.18181818181818182,34.961456,0.8181818181818182,40.67337,0.8181818181818182,-28.160196,0.36363636363636365,0.33989525,0.9090909090909091,-0.01871004971590908,0.36363636363636365,0.7490442335085127,Anger,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1037_ITS_ANG_XX.wav
2.4024036281179137,8,0.010655057,0.0034699177,0.009391849,-0.00023576152,0.003427078,0.0070177913,0.004506523,-0.3554432438295037,118.85591637661341,93.18445528031626,217.32193533686413,0.0,98.67123870261882,199.72421937719014,113.98290839540601,-0.3430635679838363,7.114830893459472,6.608893359643943,15.605975809128031,0.0,7.682338234716211,15.605975809128031,10.728431413165389,-0.4189662981990805,0.42613636363636365,0.36923075888363516,0.9090909090909091,0.0,0.4277836127792365,0.7727272727272727,0.6156905385842079,-0.2988613945056349,1433.051607097017,199.45089720491814,540.786846353142,-16.850752454495737,238.14833739242636,480.4334874393353,391.8718139626413,-0.31277970189277593,3179.3896761807528,342.5060331126376,851.5403053977275,-34.676846590909136,465.52960231417984,851.5403053977275,824.4834587427432,-0.12460364211494376,1856.777098321967,87.19061367009164,312.48603210777765,5.078014876222661,118.95311115712092,200.72605042604323,210.0306113294706,0.37007178515771777,-420.79532,22.996675,60.76349,-2.140917,19.324455,38.649323,16.272549,-0.6111182196031615,149.30878,10.47376,29.0542,0.73054284,10.638152,22.120178,14.280851,0.11680726683252281,-5.795622,11.621343,34.018963,2.3476665,9.311018,15.308194,11.463357,0.6358683630888993,63.08585,3.7807841,10.855488,0.88920105,5.083386,8.62281,10.367297,0.6868977083317286,-22.188578,4.831616,16.261696,-0.6326866,6.7605515,10.524536,11.027669,-0.3435862466304641,0.05946766246448863,0.020959931677421353,0.058926669034090905,-0.0012746043019480524,0.0239045356391793,0.044899680397727265,0.03656203688617836,-0.3267650934358002,-0.0033444487,0.5,-99.86210968859507,0.25,-7.802987904564016,0.125,-0.38636363636363635,0.375,-86.35395213948459,0.25,-89.55854936079595,0.25,73.65304290764652,0.625,-32.302795,0.25,5.5241394,0.75,15.555159,0.5,7.671131,0.5,-7.962576,0.5,-0.007768110795454544,0.375,0.7914700103187858,Neutral,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1060_ITS_NEU_XX.wav
2.43578231292517,8,0.014112675,0.0045946105,0.012551259,-0.0003681839,0.0040586786,0.008467068,0.00354272,-0.5563529091685978,137.59689124873375,111.3147202531676,286.4606923900741,0.0,144.28178696191665,286.4606923900741,223.001694015264,-0.2346453792517167,11.587904191309871,12.036696772256478,31.151408261028568,9.516197353929913e-17,15.697529669543442,31.151408261028568,23.58465140882145,-0.46396150433279004,0.3693181818181818,0.33047478680036063,0.8181818181818182,3.96508223080413e-18,0.4007077563777016,0.8181818181818182,0.5536007850437912,-0.4089458936629744,1426.5659597476656,289.6062364785672,783.9254770524669,-23.516306708087118,289.14435481348215,511.36665609023544,407.1434193958928,-0.1679754175487725,3000.8231423117895,611.839812731585,1660.5035955255685,-112.35018643465908,700.7704779550579,1568.008700284091,1078.8613149279881,-0.26557093136901894,1791.8905749836645,141.6130155697405,414.2417736075686,-18.13448369292499,193.84050183205898,414.2417736075686,317.22702359747933,0.000610516101112023,-405.59824,29.75418,83.79797,-1.3486633,26.264164,49.57788,17.099546,-0.3846995969545761,150.04626,13.532128,41.650543,2.9462607,14.767851,37.278305,23.912472,0.5264682577002233,3.0922809,4.6020527,16.823574,0.75493795,7.139016,12.29309,12.71932,0.397135285112511,63.8843,9.635863,29.908428,-2.0618443,11.186496,22.582146,16.25741,-0.3371496080737661,-24.20316,5.3139286,18.374134,-0.6683162,7.824818,11.76297,13.195689,-0.53245202133321,0.06352650035511363,0.029693814382260993,0.08837890625,-0.0012650923295454539,0.0311295757295178,0.05741743607954546,0.043614884718467126,-0.18590083093602047,-0.006354536,0.25,-108.09856921809171,0.625,-15.575704130514284,0.125,-0.4090909090909091,0.125,-115.88492557496465,0.375,-599.503950639205,0.5,-67.73184704143364,0.625,-25.07724,0.375,24.506424,0.75,1.4611132,0.625,-10.228386,0.5,-11.526175,0.125,-0.0036732066761363605,0.375,0.7677692961519205,Neutral,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1075_ITS_NEU_XX.wav
2.8695691609977323,10,0.017866326,0.011961015,0.034446392,6.711628e-06,0.009216691,0.017197464,0.00950033,-0.044227678619243656,100.63412828287723,85.28704643458644,197.0132857890271,0.0,77.0612121764684,197.0132857890271,110.04927101831115,-0.11565889216783982,9.053660549737296,10.643402859716861,36.74682517521841,0.0,15.700171490252695,36.74682517521841,28.14268579566199,0.19627494029321133,0.4954545454545455,0.44417720386097265,1.0,0.0,0.3559800037718403,0.8636363636363636,0.44940272575648155,0.12291734589192448,1193.607773875891,157.98171526127265,456.04108206468413,3.677238693570214,142.4895837552796,312.2528403646504,173.90748593189457,0.14323498192608367,2734.765735973011,247.35385381259533,774.7059215198865,13.539817116477277,243.63731380755988,456.601784446023,307.63312593461274,0.2511119657776326,1700.2520348059993,133.2566465792993,393.4080980309127,4.487109816774263,146.4866310750417,273.511408009143,214.7139234046729,0.010662700664538565,-419.3348,60.083195,170.47272,-0.011732314,44.14929,79.824524,43.770428,0.054921587183481564,151.58733,6.952344,27.372131,0.04881456,11.470846,18.084473,20.863638,0.01916941492101422,-1.862579,15.065911,43.42977,-0.11651792,17.145044,38.12168,27.864813,-0.03426237021488197,73.69155,12.272115,40.723938,0.13552941,11.65653,21.807243,15.082798,0.4358672796047399,-13.972194,5.8869576,18.000214,-0.06847,5.649426,10.678697,8.9537945,0.05480664880370507,0.040380859375,0.012610469111170879,0.03517844460227272,1.2330334595959176e-05,0.01082003547017025,0.02250532670454545,0.013444800247426038,0.12077464627304445,0.000879094,0.4,-28.76548766406247,0.2,7.611543061020695,0.7,0.18181818181818182,0.4,35.74244415868361,0.5,80.5863813920455,0.5,-45.548856664038794,0.9,15.618866,0.4,3.1591797,0.3,-5.2299485,0.2,11.034851,0.6,0.32452393,0.5,0.004017223011363636,0.5,0.8245691727260216,Disgust,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1073_IOM_DIS_XX.wav
2.5025396825396826,9,0.011691266,0.0056549055,0.016208375,1.5766127e-05,0.0050653783,0.010622259,0.0061841453,-0.1621615000466277,48.864685388775115,54.80465290170411,120.76571920800667,0.0,56.59052632557385,120.76571920800667,87.58416403275797,0.15178691480910833,3.050242831119744,3.6266015964403246,9.672427451373517,0.0,4.653178627392783,9.672427451373517,8.16313666927825,0.1231800574202228,0.398989898989899,0.4614514658788048,1.0,0.0,0.43539191046972764,1.0,0.603511957137968,0.11021171419307543,1090.1019948483474,32.97356595791098,90.01913528362047,-3.501705539543991,38.70569196721156,89.35442043711646,58.73325114314146,0.06792448952455182,2338.6363636363635,386.0387413101089,1138.8128107244315,-21.043812144886317,347.39883309041676,746.8106356534092,403.6380739177267,0.10359842539870552,1698.964544984362,179.43055786615682,536.8567842959924,-2.3028361708939826,167.54103644915554,315.20217072002606,215.0922571543492,0.15439144119403453,-435.70908,48.586998,142.42752,0.35120773,40.49934,69.47467,44.062332,-0.07909317949393914,159.9655,10.841766,35.63733,0.2760849,12.281302,20.628311,17.932402,-0.1680657584983676,3.0093324,9.710076,33.59572,0.23706686,10.4885845,21.844513,15.376687,-0.0400433927218702,65.22482,15.277679,41.40332,0.09447765,13.637611,26.06709,14.61738,0.36031278981803994,-17.131126,10.629049,30.233727,0.18278646,11.1265,23.684164,14.999465,0.3976668926641836,0.03546697443181818,0.004659879946099167,0.016002308238636364,-0.0005826083096590914,0.006050367754267098,0.012872869318181816,0.01014128335160189,-0.4019327112658239,-0.0020557912,0.3333333333333333,34.7810158931806,0.3333333333333333,2.459186501239914,0.3333333333333333,0.196969696969697,0.3333333333333333,13.752676135954516,0.1111111111111111,116.96444424715946,0.0,60.615434995210535,0.7777777777777778,-5.84021,0.3333333333333333,-4.202759,0.3333333333333333,-3.1268516,0.1111111111111111,13.543518,0.6666666666666666,10.571372,0.5555555555555556,-0.0032404119318181768,0.3333333333333333,0.687156784992508,Disgust,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1066_IOM_DIS_XX.wav
2.43578231292517,8,0.023481712,0.01303883,0.04023957,-0.004431646,0.0062865578,0.012521435,0.009109436,-0.955970969551801,185.03055672543567,112.18837398415067,303.84675352053597,-43.40667907436228,65.16332025823401,200.29546861281986,113.86000854118315,-0.9126434747314867,10.861513683760624,7.580989749325048,22.57926516831103,-2.2620737474197794,6.550152139083177,12.823434673410938,11.575100943841974,-0.8489569721652738,0.6761363636363636,0.41500616096193516,1.0,-0.07792207792207792,0.38007819809511423,0.9545454545454546,0.5477644691674309,-0.5586820876064249,1086.5003320310907,136.18076227997003,403.4669410644917,20.022449239162857,106.47875304334582,195.11563907893583,99.94818382681567,0.5421090448006051,2120.9593339399858,615.1811756992913,1867.0265891335225,109.69349254261364,512.1858427565186,831.475275213068,406.2395601896268,0.4876568627178717,1495.2265024805183,215.55560039581005,728.9700858972683,52.925912737060244,195.67704400265245,358.48869673784657,225.89546614632164,0.6669005709880954,-403.72028,34.981323,130.29678,-11.008994,35.407166,54.99344,42.04419,-0.7114486956382067,160.35092,11.21768,35.370148,1.8565565,12.821356,22.763763,15.512695,0.5069772119668846,-7.5215325,8.817723,26.29445,-0.5803603,12.402238,20.42149,18.263205,-0.24021153433867248,44.063736,13.320779,44.607567,4.2839327,15.712757,28.702595,17.604591,0.25298187642743547,-18.683704,11.695931,32.830456,-3.4219868,7.8026457,12.37116,10.112784,-0.8701299234586324,0.04134022105823863,0.005613731185818112,0.018310546875,-0.0004946225649350651,0.007673691990548835,0.01087535511363636,0.00962092702047701,0.1413835270449233,-0.033777718,0.125,-297.5599885210272,0.0,-17.063969224335985,0.25,-0.7272727272727273,0.25,184.09097693404988,0.875,844.933527166193,0.875,420.15487824340744,0.875,-76.183136,0.125,10.104004,0.625,-0.24030209,0.375,17.226067,0.875,-22.955217,0.0,-0.0009099786931818163,0.625,0.8876786889917527,Sad,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1078_IWL_SAD_XX.wav
3.670340136054422,13,0.030420542,0.022847613,0.063332886,0.002025802,0.01459763,0.039525315,0.019074913,0.615936602562156,207.83381006884397,165.8457690460111,378.96857044244155,29.562114476473592,95.97649888007949,330.71005971268244,146.4374841065988,0.825110279177333,19.414231905462724,25.282702780366073,81.83655231590947,2.9488893910160505,21.271984126421877,64.77532183195352,30.95733778446983,0.7694607230931289,0.472027972027972,0.4059860660216145,1.0,0.034090909090909095,0.2303765333262874,0.49999999999999994,0.26575099488947973,0.7664839306004904,1604.188798173317,434.399866705438,1335.167299555834,-0.07306985647215924,379.5778534765119,796.4919413952996,460.8772892697043,0.533532355810396,3595.8943400349654,593.3870216412242,2353.970614346591,-55.505093661221586,603.5754562206407,1480.897105823864,722.3949435153942,0.1532098789478903,1949.3706767768244,114.38823407761762,406.74850346995527,-17.844211335926616,127.2338662427633,338.8272647662254,173.543729781683,-0.3210887916501998,-392.97614,95.941,230.45044,8.904727,46.492874,113.39252,43.78943,0.7670504738284786,125.96257,18.602764,49.99517,-0.6217575,14.787936,43.89199,20.767145,-0.39322506839514915,0.99954826,14.953654,47.792004,1.285546,14.613346,39.297134,19.679607,-0.2653810112861476,63.912224,15.666787,44.944996,-2.9857519,6.7823796,18.178902,10.911504,-0.9365250158701572,-28.86237,15.675354,58.708527,-1.3695078,12.387661,28.96465,17.953466,-0.7333514842622452,0.06702086975524475,0.045053082469386864,0.14504172585227273,0.0012872869318181826,0.03998307754179854,0.09383877840909091,0.05079294305293487,0.597692626341886,0.030875403,0.6153846153846154,331.5912060877731,0.6923076923076923,49.835602763811565,0.7692307692307693,0.7386363636363636,0.6153846153846154,697.7124821583423,0.6923076923076923,443.143532492898,0.6923076923076923,-37.630979471554156,0.6923076923076923,178.31284,0.6153846153846154,-20.17862,0.0,-9.69194,0.9230769230769231,-34.58134,0.23076923076923078,-28.49691,0.38461538461538464,0.07952880859375001,0.7692307692307693,0.9041965823376618,Fear,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1029_TAI_FEA_XX.wav
2.2022222222222223,7,0.018462654,0.010881415,0.028914534,-7.1922164e-05,0.0106490115,0.018389147,0.009870551,0.078138105090299,45.69698564612079,53.144147175874295,117.81979765172959,0.0,61.97754676320791,117.81979765172959,95.52065617108052,-0.03169068005327231,3.3529582929939457,4.092604309401237,10.689028534464688,0.0,4.44666310713361,6.415117252323598,5.733195320021024,-0.0008474343418990136,0.3766233766233766,0.4445088594837618,1.0,0.0,0.49654453358102846,0.9545454545454546,0.702416137166613,0.043824817132201876,1284.911118348106,222.62723015346535,704.3297365886764,36.843200029708896,332.356261154273,530.0400007962676,549.1117949643893,0.035774110515236886,2840.4252485795455,581.1959501434699,2025.0998757102273,72.91925603693183,808.6851904838807,1114.8326526988637,1207.3838017956487,-0.17743012624950882,1726.8626491135362,181.5789502704306,518.4441461569688,10.572617006087967,215.71633982414716,307.2979289069217,258.0420346483493,-0.29106082999354405,-408.54123,54.51399,145.10828,4.2950644,51.4796,88.2688,44.72141,0.33474772997870855,151.12039,16.48399,54.944016,1.6647974,18.567915,30.795364,27.230299,0.590894187657183,2.3118472,9.359324,29.659702,-3.5839474,5.389709,8.156016,6.199734,-0.9177354663976861,64.75696,9.921175,27.984818,0.2832756,12.704761,25.65129,12.985767,-0.2977103700101271,-21.980165,7.835671,22.331264,-2.05465,6.4967537,12.434202,9.459784,-0.8066452790704182,0.050207360998376624,0.01992979042275545,0.052623401988636354,0.0033513849431818176,0.026676594748750334,0.04918323863636363,0.043253897326458096,0.18486416059177727,0.0033986215,0.42857142857142855,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.42857142857142855,148.69265307584465,0.2857142857142857,35.970237038352025,0.2857142857142857,-73.8191349935953,0.8571428571428571,51.502045,0.42857142857142855,17.857834,0.5714285714285714,-22.047552,0.14285714285714285,-6.6285324,0.8571428571428571,-16.565884,0.14285714285714285,0.018765536221590905,0.2857142857142857,0.9238485793148409,Sad,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1039_IEO_SAD_MD.wav
3.2032199546485263,11,0.04732833,0.024745818,0.077175066,0.0033743158,0.021236047,0.04436765,0.025334146,0.5419044902389681,218.64845355020395,104.57135983538842,310.1089923327958,24.357357465605666,81.44282548714175,256.29425510340826,124.54984723362759,0.64837175061624,21.228795921179128,19.230554693154733,75.01656223386233,1.7348396522479164,27.9791780217777,57.66816571138317,48.25360156555781,0.5661668154536901,0.6322314049586777,0.34478760404963893,1.0,0.0590909090909091,0.21130253271217198,0.45454545454545453,0.21475042045928586,0.47374321557198934,1562.3850798875437,264.41270539606825,1137.0525271977492,-51.22985586868681,327.53142444209004,617.2029416075072,431.0502402730539,0.05799907234869394,3305.6581103112094,648.0929354153028,2727.8653231534095,-215.2341530539773,766.8297485336644,1709.932084517046,1146.603270126474,-0.395677342058717,1843.2174976182048,166.27741565989206,495.2494599642421,-48.99471589617328,197.1912039129076,409.49008189172014,335.11780401941826,-0.4692387206205051,-359.42072,72.39683,202.37408,8.885971,46.84187,104.3746,43.302876,0.5677680127031453,122.52298,14.107348,44.986168,1.9485985,17.939386,30.226944,28.0173,0.3052790159116169,1.3495437,15.302531,59.70999,3.0420907,14.42692,25.25319,20.270609,0.45590433619592663,58.36057,16.981632,48.617973,-4.7903237,5.404941,17.549568,9.549783,-0.9668206805592401,-23.639189,20.715979,61.10337,-1.6871576,18.07073,39.43043,28.341906,-0.7192053878506459,0.05771605436466942,0.01704841610014795,0.06043590198863636,-0.0002397017045454544,0.0177672353435423,0.03238192471590909,0.02144755908993486,0.536685419164519,0.04555154,0.36363636363636365,183.91630465891905,0.7272727272727273,28.790852408663213,0.8181818181818182,0.4696969696969697,0.36363636363636365,159.19360994494855,0.7272727272727273,-460.1906516335225,0.7272727272727273,-184.10367678451735,0.7272727272727273,123.36774,0.36363636363636365,2.5123825,0.9090909090909091,11.471424,0.9090909090909091,-41.408184,0.0,-32.113155,0.18181818181818182,0.03028083570075757,0.7272727272727273,0.8382708909703152,Happy,/Users/will/Projects/SpeechEmotionCS3540/DataSets/CREMA-D/AudioWAV/1008_TAI_HAP_XX.wav
